index,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,title,artist
50,0.105,https://api.spotify.com/v1/audio-analysis/4Vxu50qVrQcycjRyJQaZLC,0.687,190227,0.842,4Vxu50qVrQcycjRyJQaZLC,0.0,7,0.0436,-4.382,1,0.058,87.968,4,https://api.spotify.com/v1/tracks/4Vxu50qVrQcycjRyJQaZLC,audio_features,spotify:track:4Vxu50qVrQcycjRyJQaZLC,0.778,Life Changes,Thomas Rhett
51,0.542,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,0.903,417920,0.675,3V8UKqhEK5zBkBb6d6ub8i,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,audio_features,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,0.442,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
52,0.152,https://api.spotify.com/v1/audio-analysis/33471tzU1VghDg9zNgGRpz,0.758,166573,0.867,33471tzU1VghDg9zNgGRpz,0.0,11,0.308,-5.087,1,0.0475,102.018,4,https://api.spotify.com/v1/tracks/33471tzU1VghDg9zNgGRpz,audio_features,spotify:track:33471tzU1VghDg9zNgGRpz,0.964,Hotel Key,Old Dominion
53,0.162,https://api.spotify.com/v1/audio-analysis/0NKZNZAaNOaMchbjISKtT6,0.554,297404,0.596,0NKZNZAaNOaMchbjISKtT6,0.00482,7,0.0805,-8.214,1,0.13,165.728,4,https://api.spotify.com/v1/tracks/0NKZNZAaNOaMchbjISKtT6,audio_features,spotify:track:0NKZNZAaNOaMchbjISKtT6,0.255,Feels Like Summer,Childish Gambino
54,0.125,https://api.spotify.com/v1/audio-analysis/0AS63m1wHv9n4VVRizK6Hc,0.555,208733,0.662,0AS63m1wHv9n4VVRizK6Hc,0.0,11,0.111,-4.952,0,0.0827,148.128,4,https://api.spotify.com/v1/tracks/0AS63m1wHv9n4VVRizK6Hc,audio_features,spotify:track:0AS63m1wHv9n4VVRizK6Hc,0.356,Mercy,Brett Young
55,0.0211,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,0.568,198160,0.656,4OafepJy2teCjYJbvFE60J,1.37e-05,8,0.213,-5.413,1,0.0433,100.049,4,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,audio_features,spotify:track:4OafepJy2teCjYJbvFE60J,0.364,Breathin,Ariana Grande
56,0.374,https://api.spotify.com/v1/audio-analysis/4kWO6O1BUXcZmaxitpVUwp,0.747,215760,0.834,4kWO6O1BUXcZmaxitpVUwp,0.0,3,0.0586,-2.867,0,0.045,128.005,4,https://api.spotify.com/v1/tracks/4kWO6O1BUXcZmaxitpVUwp,audio_features,spotify:track:4kWO6O1BUXcZmaxitpVUwp,0.687,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
57,0.257,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,0.671,295893,0.373,2374M0fQpWi3dLnB54qaLX,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,4,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,audio_features,spotify:track:2374M0fQpWi3dLnB54qaLX,0.732,Africa,Weezer
58,0.00515,https://api.spotify.com/v1/audio-analysis/2XZrTdeKze2V9nWueft63G,0.639,186707,0.954,2XZrTdeKze2V9nWueft63G,0.0,4,0.324,-4.939,0,0.0962,111.54,4,https://api.spotify.com/v1/tracks/2XZrTdeKze2V9nWueft63G,audio_features,spotify:track:2XZrTdeKze2V9nWueft63G,0.412,Apes**t,The Carters
59,0.261,https://api.spotify.com/v1/audio-analysis/6Ac4NVYYl2U73QiTt11ZKd,0.547,172867,0.82,6Ac4NVYYl2U73QiTt11ZKd,0.0,8,0.3,-6.728,1,0.0805,118.208,4,https://api.spotify.com/v1/tracks/6Ac4NVYYl2U73QiTt11ZKd,audio_features,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,0.933,Hooked,Dylan Scott
60,0.00947,https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m,0.487,270715,0.789,7wBJfHzpfI3032CSD7CE2m,4.05e-06,8,0.189,-3.69,1,0.044,150.007,4,https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m,audio_features,spotify:track:7wBJfHzpfI3032CSD7CE2m,0.0564,Stargazing,Travis Scott
61,0.049,https://api.spotify.com/v1/audio-analysis/5DfWF0jqMgZDCiu9zJENTA,0.767,177140,0.543,5DfWF0jqMgZDCiu9zJENTA,0.0,1,0.115,-7.881,0,0.103,106.029,4,https://api.spotify.com/v1/tracks/5DfWF0jqMgZDCiu9zJENTA,audio_features,spotify:track:5DfWF0jqMgZDCiu9zJENTA,0.485,Ring,Cardi B Featuring Kehlani
62,0.313,https://api.spotify.com/v1/audio-analysis/6Poyf51k7W3NKnsGwAI90B,0.855,279867,0.787,6Poyf51k7W3NKnsGwAI90B,0.0,8,0.194,-4.134,0,0.334,88.003,4,https://api.spotify.com/v1/tracks/6Poyf51k7W3NKnsGwAI90B,audio_features,spotify:track:6Poyf51k7W3NKnsGwAI90B,0.702,Barbie Dreams,Nicki Minaj
63,0.182,https://api.spotify.com/v1/audio-analysis/33tNYw9oMtSkGe27NpgS64,0.79,169620,0.629,33tNYw9oMtSkGe27NpgS64,7.06e-06,8,0.338,-4.055,1,0.142,170.023,4,https://api.spotify.com/v1/tracks/33tNYw9oMtSkGe27NpgS64,audio_features,spotify:track:33tNYw9oMtSkGe27NpgS64,0.267,W O R K I N  M E,Quavo
64,0.0942,https://api.spotify.com/v1/audio-analysis/09FfQO3PqHO4HIJL511Ksi,0.65,150802,0.639,09FfQO3PqHO4HIJL511Ksi,0.0,8,0.135,-5.962,1,0.458,139.226,4,https://api.spotify.com/v1/tracks/09FfQO3PqHO4HIJL511Ksi,audio_features,spotify:track:09FfQO3PqHO4HIJL511Ksi,0.563,Nice Guy,Eminem & Jessie Reyez
65,0.0292,https://api.spotify.com/v1/audio-analysis/698eQRku24PIYPQPHItKlA,0.533,183160,0.907,698eQRku24PIYPQPHItKlA,0.0,11,0.386,-3.793,1,0.0406,150.99,4,https://api.spotify.com/v1/tracks/698eQRku24PIYPQPHItKlA,audio_features,spotify:track:698eQRku24PIYPQPHItKlA,0.7,She Got The Best Of Me,Luke Combs
66,0.244,https://api.spotify.com/v1/audio-analysis/4g32MdRoqwGKQd3NXIRhpU,0.696,142192,0.634,4g32MdRoqwGKQd3NXIRhpU,0.0,9,0.437,-6.918,0,0.281,89.973,4,https://api.spotify.com/v1/tracks/4g32MdRoqwGKQd3NXIRhpU,audio_features,spotify:track:4g32MdRoqwGKQd3NXIRhpU,0.728,Good Guy,Eminem Featuring Jessie Reyez
67,0.0183,https://api.spotify.com/v1/audio-analysis/2oPCR02nduYVpj7CTfsA0d,0.455,212067,0.897,2oPCR02nduYVpj7CTfsA0d,0.0,9,0.174,-4.879,1,0.0403,160.139,4,https://api.spotify.com/v1/tracks/2oPCR02nduYVpj7CTfsA0d,audio_features,spotify:track:2oPCR02nduYVpj7CTfsA0d,0.728,Blue Tacoma,Russell Dickerson
68,0.24,https://api.spotify.com/v1/audio-analysis/4lFfMRH0YH4pW5gczTDbNC,0.741,219136,0.37,4lFfMRH0YH4pW5gczTDbNC,0.0,8,0.118,-8.437,0,0.324,116.06,4,https://api.spotify.com/v1/tracks/4lFfMRH0YH4pW5gczTDbNC,audio_features,spotify:track:4lFfMRH0YH4pW5gczTDbNC,0.13,Medicine,Queen Naija
69,0.456,https://api.spotify.com/v1/audio-analysis/7uVkYr8gxcPEgqohvynpdN,0.51,199436,0.386,7uVkYr8gxcPEgqohvynpdN,0.0,1,0.252,-8.391,1,0.0307,86.36,4,https://api.spotify.com/v1/tracks/7uVkYr8gxcPEgqohvynpdN,audio_features,spotify:track:7uVkYr8gxcPEgqohvynpdN,0.266,Break Up In The End,Cole Swindell
70,0.193,https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,0.685,217287,0.508,5sIx4BlfYGuZeSLF40N9GH,0.0,0,0.139,-6.4,1,0.0987,99.063,4,https://api.spotify.com/v1/tracks/5sIx4BlfYGuZeSLF40N9GH,audio_features,spotify:track:5sIx4BlfYGuZeSLF40N9GH,0.315,Remind Me To Forget,Kygo Featuring Miguel
71,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,5uCax9HTNlzGybIStD3vDh,0.0,10,0.0902,-7.398,1,0.059,85.043,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.494,You Say,Lauren Daigle
72,0.268,https://api.spotify.com/v1/audio-analysis/3QybPutx0Tjk472bBKjNWn,0.738,180898,0.629,3QybPutx0Tjk472bBKjNWn,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,https://api.spotify.com/v1/tracks/3QybPutx0Tjk472bBKjNWn,audio_features,spotify:track:3QybPutx0Tjk472bBKjNWn,0.319,Mo Bamba,Sheck Wes
73,0.193,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,0.579,190947,0.904,1rqqCSm0Qe4I9rUvWncaom,0.0,5,0.064,-2.729,1,0.0618,82.014,4,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.681,High Hopes,Panic! At The Disco
74,0.0769,https://api.spotify.com/v1/audio-analysis/0XySogm94T51XF5F2jumXm,0.671,165820,0.529,0XySogm94T51XF5F2jumXm,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,https://api.spotify.com/v1/tracks/0XySogm94T51XF5F2jumXm,audio_features,spotify:track:0XySogm94T51XF5F2jumXm,0.203,All Girls Are The Same,Juice WRLD
75,0.0441,https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,0.737,222653,0.636,6kPJZM97LwdG9QIsT7khp6,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6,audio_features,spotify:track:6kPJZM97LwdG9QIsT7khp6,0.565,Solo,Clean Bandit Featuring Demi Lovato
76,0.00277,https://api.spotify.com/v1/audio-analysis/3OtQmFLS5b3pTgIf44GQFJ,0.673,173613,0.71,3OtQmFLS5b3pTgIf44GQFJ,0.0,8,0.55,-6.744,1,0.0324,110.017,4,https://api.spotify.com/v1/tracks/3OtQmFLS5b3pTgIf44GQFJ,audio_features,spotify:track:3OtQmFLS5b3pTgIf44GQFJ,0.54,Side Effects,The Chainsmokers Featuring Emily Warren
77,0.153,https://api.spotify.com/v1/audio-analysis/0KvLsZYwodakWxOQUYAR5I,0.745,238707,0.869,0KvLsZYwodakWxOQUYAR5I,0.0,10,0.139,-4.828,0,0.0574,125.005,5,https://api.spotify.com/v1/tracks/0KvLsZYwodakWxOQUYAR5I,audio_features,spotify:track:0KvLsZYwodakWxOQUYAR5I,0.963,That's On Me,Yella Beezy
78,0.283,https://api.spotify.com/v1/audio-analysis/7lAK3oHbfEnvUQWosrMMpR,0.785,150043,0.554,7lAK3oHbfEnvUQWosrMMpR,3.4e-06,0,0.116,-6.571,1,0.0409,128.047,4,https://api.spotify.com/v1/tracks/7lAK3oHbfEnvUQWosrMMpR,audio_features,spotify:track:7lAK3oHbfEnvUQWosrMMpR,0.144,Yosemite,Travis Scott
79,0.09,https://api.spotify.com/v1/audio-analysis/17jeLyQcEUmKv3MXeEo79k,0.874,214160,0.727,17jeLyQcEUmKv3MXeEo79k,5.83e-06,8,0.0759,-7.689,1,0.0777,98.97,4,https://api.spotify.com/v1/tracks/17jeLyQcEUmKv3MXeEo79k,audio_features,spotify:track:17jeLyQcEUmKv3MXeEo79k,0.427,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy
80,0.00219,https://api.spotify.com/v1/audio-analysis/03iCbZaM4OkRR4We6wIzvx,0.709,260234,0.857,03iCbZaM4OkRR4We6wIzvx,0.0,9,0.103,-3.394,1,0.0881,126.038,4,https://api.spotify.com/v1/tracks/03iCbZaM4OkRR4We6wIzvx,audio_features,spotify:track:03iCbZaM4OkRR4We6wIzvx,0.446,IDOL,BTS Featuring Nicki Minaj
81,0.00261,https://api.spotify.com/v1/audio-analysis/6GBndDk0OEpDkmKoSBJyyK,0.549,178733,0.869,6GBndDk0OEpDkmKoSBJyyK,1.77e-06,4,0.29,-4.905,0,0.0289,91.988,4,https://api.spotify.com/v1/tracks/6GBndDk0OEpDkmKoSBJyyK,audio_features,spotify:track:6GBndDk0OEpDkmKoSBJyyK,0.433,Lose It,Kane Brown
82,0.201,https://api.spotify.com/v1/audio-analysis/3N2AIfVOq6NiTcWHIP4Oco,0.386,213024,0.799,3N2AIfVOq6NiTcWHIP4Oco,0.0,2,0.103,-3.789,1,0.0555,86.333,4,https://api.spotify.com/v1/tracks/3N2AIfVOq6NiTcWHIP4Oco,audio_features,spotify:track:3N2AIfVOq6NiTcWHIP4Oco,0.391,Drunk Me,Mitchell Tenpenny
83,0.0414,https://api.spotify.com/v1/audio-analysis/29tc0GbW0pTSBZSCZF3NWk,0.665,175755,0.651,29tc0GbW0pTSBZSCZF3NWk,0.0,1,0.0896,-5.515,1,0.156,163.935,4,https://api.spotify.com/v1/tracks/29tc0GbW0pTSBZSCZF3NWk,audio_features,spotify:track:29tc0GbW0pTSBZSCZF3NWk,0.237,Lean Wit Me,Juice WRLD
84,0.161,https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc,0.753,209213,0.66,07FkzikE6FuHIa8Ma7zJGc,0.0,5,0.236,-6.542,1,0.133,95.003,4,https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc,audio_features,spotify:track:07FkzikE6FuHIa8Ma7zJGc,0.182,Lie,NF
85,0.0119,https://api.spotify.com/v1/audio-analysis/5N5k9nd479b1xpDZ4usjrg,0.781,213309,0.768,5N5k9nd479b1xpDZ4usjrg,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,https://api.spotify.com/v1/tracks/5N5k9nd479b1xpDZ4usjrg,audio_features,spotify:track:5N5k9nd479b1xpDZ4usjrg,0.486,Promises,Calvin Harris & Sam Smith
86,0.21,https://api.spotify.com/v1/audio-analysis/4O1uCappFiU3bisYUdUBWy,0.722,200170,0.88,4O1uCappFiU3bisYUdUBWy,0.0,4,0.324,-3.989,0,0.24,92.024,4,https://api.spotify.com/v1/tracks/4O1uCappFiU3bisYUdUBWy,audio_features,spotify:track:4O1uCappFiU3bisYUdUBWy,0.79,I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo
87,0.314,https://api.spotify.com/v1/audio-analysis/6qNALlmZa1ESnCxJmXE1K9,0.755,186080,0.769,6qNALlmZa1ESnCxJmXE1K9,2.38e-06,10,0.0628,-5.658,0,0.186,114.966,4,https://api.spotify.com/v1/tracks/6qNALlmZa1ESnCxJmXE1K9,audio_features,spotify:track:6qNALlmZa1ESnCxJmXE1K9,0.642,The Way I Am,Charlie Puth
88,0.808,https://api.spotify.com/v1/audio-analysis/1RMJOxR6GRPsBHL8qeC2ux,0.524,209831,0.364,1RMJOxR6GRPsBHL8qeC2ux,0.0,7,0.1,-10.209,1,0.0367,75.24,4,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,audio_features,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,0.436,Best Part,Daniel Caesar Featuring H.E.R.
89,0.00183,https://api.spotify.com/v1/audio-analysis/0kCBorRrKZkSztd9m0QI3r,0.938,201707,0.5,0kCBorRrKZkSztd9m0QI3r,0.0,4,0.077,-10.08,0,0.144,140.011,4,https://api.spotify.com/v1/tracks/0kCBorRrKZkSztd9m0QI3r,audio_features,spotify:track:0kCBorRrKZkSztd9m0QI3r,0.462,Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby
90,0.00552,https://api.spotify.com/v1/audio-analysis/0ZNrc4kNeQYD9koZ3KvCsy,0.745,237240,0.346,0ZNrc4kNeQYD9koZ3KvCsy,0.0,1,0.0881,-7.709,1,0.331,203.911,4,https://api.spotify.com/v1/tracks/0ZNrc4kNeQYD9koZ3KvCsy,audio_features,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,0.112,Dangerous,Meek Mill Featuring Jeremih & PnB Rock
91,0.794,https://api.spotify.com/v1/audio-analysis/1kFBLqkTuNKlspkJ1EOGjN,0.485,207267,0.306,1kFBLqkTuNKlspkJ1EOGjN,0.0,0,0.122,-8.431,1,0.0409,203.729,4,https://api.spotify.com/v1/tracks/1kFBLqkTuNKlspkJ1EOGjN,audio_features,spotify:track:1kFBLqkTuNKlspkJ1EOGjN,0.224,Drunk Girl,Chris Janson
92,0.0716,https://api.spotify.com/v1/audio-analysis/2VX37A1p7tkvrH2UJwAU0T,0.711,208733,0.796,2VX37A1p7tkvrH2UJwAU0T,0.0045,10,0.262,-5.87,1,0.0341,109.991,4,https://api.spotify.com/v1/tracks/2VX37A1p7tkvrH2UJwAU0T,audio_features,spotify:track:2VX37A1p7tkvrH2UJwAU0T,0.901,Desperate Man,Eric Church
93,0.0085,https://api.spotify.com/v1/audio-analysis/5a8RPWgKSmcGBGcffmIrUi,0.691,187027,0.716,5a8RPWgKSmcGBGcffmIrUi,9.06e-06,7,0.263,-5.985,1,0.0351,112.035,4,https://api.spotify.com/v1/tracks/5a8RPWgKSmcGBGcffmIrUi,audio_features,spotify:track:5a8RPWgKSmcGBGcffmIrUi,0.507,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
94,0.279,https://api.spotify.com/v1/audio-analysis/3qN5qMTKyEEmiTZD38BNTT,0.899,214467,0.586,3qN5qMTKyEEmiTZD38BNTT,0.0,11,0.0836,-7.866,0,0.344,150.001,4,https://api.spotify.com/v1/tracks/3qN5qMTKyEEmiTZD38BNTT,audio_features,spotify:track:3qN5qMTKyEEmiTZD38BNTT,0.492,I'm Upset,Drake
95,0.0152,https://api.spotify.com/v1/audio-analysis/794QVQtFNy7hvtjQP1keQd,0.817,213080,0.646,794QVQtFNy7hvtjQP1keQd,0.0,4,0.125,-5.12,0,0.249,162.898,4,https://api.spotify.com/v1/tracks/794QVQtFNy7hvtjQP1keQd,audio_features,spotify:track:794QVQtFNy7hvtjQP1keQd,0.835,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir
96,0.0651,https://api.spotify.com/v1/audio-analysis/6CyJlVAEFlNdpggOLanytL,0.434,185440,0.831,6CyJlVAEFlNdpggOLanytL,0.0,8,0.119,-4.774,1,0.0453,156.034,4,https://api.spotify.com/v1/tracks/6CyJlVAEFlNdpggOLanytL,audio_features,spotify:track:6CyJlVAEFlNdpggOLanytL,0.596,Hangin' On,Chris Young
97,0.0146,https://api.spotify.com/v1/audio-analysis/0wbnC9AUenxp613TYaJsGK,0.936,255379,0.588,0wbnC9AUenxp613TYaJsGK,0.0,7,0.139,-6.948,0,0.136,124.987,4,https://api.spotify.com/v1/tracks/0wbnC9AUenxp613TYaJsGK,audio_features,spotify:track:0wbnC9AUenxp613TYaJsGK,0.238,Narcos,Migos
98,0.299,https://api.spotify.com/v1/audio-analysis/4uX8Wh4wxpLne11BhoHs5x,0.874,225484,0.492,4uX8Wh4wxpLne11BhoHs5x,0.0,9,0.0983,-7.399,0,0.0604,127.067,4,https://api.spotify.com/v1/tracks/4uX8Wh4wxpLne11BhoHs5x,audio_features,spotify:track:4uX8Wh4wxpLne11BhoHs5x,0.587,Hopeless Romantic,Wiz Khalifa Featuring Swae Lee
99,0.0129,https://api.spotify.com/v1/audio-analysis/2spYu0xpb9Ozm5MzQcbRIF,0.76,213600,0.579,2spYu0xpb9Ozm5MzQcbRIF,0.00351,0,0.106,-7.374,1,0.0569,100.01,4,https://api.spotify.com/v1/tracks/2spYu0xpb9Ozm5MzQcbRIF,audio_features,spotify:track:2spYu0xpb9Ozm5MzQcbRIF,0.125,Summertime Magic,Childish Gambino
